TxI_fixed,TxQ_fixed,RxI_fixed,RxQ_fixed
-196608,-196608,-318866,-54436
196608,65536,516672,-95428
65536,-196608,149140,-287336
65536,-196608,-19554,-417379
-196608,196608,-286202,49436
-196608,196608,-210228,23397
-196608,-196608,-231705,-50655
-65536,65536,98128,-36789
-196608,196608,-169290,214805
65536,-196608,-41679,-252406
-196608,-196608,80423,-382639
65536,-196608,72762,-221271
196608,-196608,309276,-108814
-65536,-196608,-154667,-373597
196608,-196608,249820,-78038
196608,196608,242199,72087
65536,65536,-211379,-5242
196608,-196608,491932,-118840
65536,-65536,254671,-162758
-196608,196608,-254814,202114
-196608,196608,-358138,150492
65536,-196608,116469,-177650
-196608,196608,-183903,-152273
-65536,-196608,-13415,-464735
196608,65536,224682,155802
-65536,65536,8650,217528
196608,196608,408700,63183
-196608,196608,-113356,160847
-65536,-65536,-219356,-22347
-196608,196608,3066,298194
196608,-65536,437028,-362678
65536,65536,527448,-64307
65536,65536,-99104,16799
-65536,-196608,-29943,-93568
-196608,65536,-501725,431663
-196608,-65536,-115548,-98949
-65536,196608,-145871,-9575
65536,-196608,347403,-137658
196608,-65536,83094,128047
-65536,196608,-313074,212437
196608,-196608,127548,-329471
65536,65536,-223958,205923
-196608,-65536,-86540,31702
65536,196608,-237087,46243
-65536,-196608,-61366,-140713
-196608,-196608,-501097,-50466
-65536,65536,-112473,238734
-65536,196608,175289,186870
65536,65536,118386,13062
-65536,65536,-192075,245384
65536,196608,60963,19268
-196608,196608,-193968,260879
65536,196608,134797,-4160
-196608,-65536,-396911,90587
65536,196608,152373,158793
196608,-196608,-199702,-10706
196608,65536,104303,137549
-65536,-65536,-137089,-244790
65536,196608,158346,405377
65536,-65536,68852,161788
-196608,196608,-402583,325901
-65536,-65536,-209880,-177141
65536,65536,94651,20692
-65536,65536,-77123,86847
196608,-196608,111741,-299732
65536,-196608,-4927,51393
65536,196608,167555,217758
-65536,65536,-141400,-330621
65536,-65536,52627,-15806
-65536,-65536,252453,-116556
65536,-65536,-143095,-76516
-196608,-196608,-467982,-250627
-65536,-65536,49294,52731
65536,-196608,-33914,-32526
196608,-196608,149973,-155129
65536,196608,-48937,146884
196608,-65536,158536,-71594
196608,-65536,430862,-62664
-196608,65536,-79062,-52054
-65536,196608,60817,281446
65536,65536,-142002,132952
-196608,196608,-365301,422349
65536,-65536,-350511,118427
196608,-196608,77999,-297089
-65536,-196608,74662,-76399
65536,-196608,141291,-335964
65536,-196608,33075,-94624
196608,-196608,193340,-272314
65536,65536,-35415,-84415
65536,196608,95542,237647
196608,-65536,308842,-457475
-196608,65536,-433405,-191057
196608,196608,240519,170598
-196608,-196608,-59966,-184527
-65536,196608,-126366,142487
-196608,196608,-93925,-34847
-196608,-196608,215860,-316464
-65536,-196608,-80827,-139279
-196608,-196608,-138972,-111352
196608,-65536,88451,-67913
-196608,-196608,-170047,-27082
-65536,-65536,1914,-7300
196608,-196608,225161,-306142
-65536,-65536,-214965,-106642
-65536,196608,-35295,-8972
65536,65536,279811,49689
65536,196608,131280,359579
-65536,196608,75436,297032
-65536,-196608,-100268,8847
-65536,-65536,44357,-109922
65536,65536,106461,262797
65536,-196608,-73813,-224935
-196608,-196608,-149931,19042
-196608,-196608,-341934,-199811
-65536,196608,-158280,300248
196608,-65536,224353,150631
196608,-65536,240167,-93881
65536,65536,-108738,97539
65536,-65536,219990,123338
65536,-65536,149359,-85027
-65536,-196608,-168809,-390175
196608,-196608,-28714,117435
-196608,196608,-217843,127767
-65536,-196608,-130886,-173343
-196608,-196608,-180028,-27203
-196608,-196608,-249820,-285778
-65536,-196608,-359715,-344304
-196608,196608,-253518,233791
196608,-196608,151822,-459371
-196608,65536,-103749,23345
196608,65536,94292,101445
196608,65536,442606,25976
196608,65536,-83529,-160646
65536,-196608,257678,37008
-196608,65536,-229480,80709
-65536,-196608,60430,13117
-65536,196608,-53842,158502
-196608,65536,-29614,-63424
65536,-65536,8771,-26089
65536,65536,-95459,33914
196608,65536,404773,-107057
-196608,-196608,-213238,18779
-196608,65536,-164140,-25653
-65536,-65536,115408,-335214
-196608,-196608,-347834,-1975
65536,-196608,152801,-270509
-196608,196608,-283053,107536
-65536,196608,-84904,-62097
196608,65536,207200,320659
-65536,196608,-285383,7644
-65536,196608,-179669,205173
196608,196608,394598,330346
-65536,-196608,64329,-134808
-65536,-196608,-74715,-205350
-196608,-196608,-160980,-445975
-196608,196608,-239727,77949
196608,-196608,395406,-169087
-196608,196608,-225968,81253
-196608,-196608,-162633,-166807
-65536,-196608,102407,-96703
65536,-65536,-48382,75512
-196608,65536,31822,-114152
65536,196608,-158742,518511
-196608,-65536,42205,46933
-196608,-196608,-251221,-196859
196608,196608,161042,356272
196608,-196608,-80360,150026
196608,65536,129961,-145298
65536,-65536,-86840,-98547
-65536,65536,-154582,-283006
-196608,-65536,-216730,-37304
-196608,-196608,-56250,-143062
-196608,65536,-166185,59797
65536,65536,110624,-30381
196608,-196608,36067,-496950
-65536,65536,-194604,120275
65536,196608,329126,409892
196608,-65536,88869,-152146
65536,-65536,308242,-1048
-65536,-65536,-101155,-295336
196608,196608,196943,263609
65536,-65536,222390,-123183
-65536,-196608,120851,-308335
-196608,65536,-212847,-45890
-65536,196608,-122430,138927
-196608,-65536,-204803,-9493
65536,-196608,115061,-388896
196608,65536,327222,7342
196608,65536,197228,59459
65536,196608,156229,35552
196608,196608,436698,459897
196608,196608,252486,71534
-196608,-196608,-150937,-294709
65536,-196608,-157050,-339972
-65536,196608,-451051,460163
-196608,-65536,-139694,15488
65536,65536,51640,-71715
-196608,65536,-272046,227646
-65536,-196608,-29848,-167197
-65536,65536,-74388,103235
65536,-65536,230804,-116017
-65536,65536,-52917,-44286
-196608,-196608,-306064,-147111
-65536,-196608,79566,-276487
-196608,-65536,-228427,200697
-196608,-65536,-119448,-251542
-65536,65536,-135497,290649
65536,65536,-29692,49223
196608,-196608,208942,-152779
-65536,-65536,-63656,56557
-196608,-65536,-126293,-157895
-196608,-65536,-235976,61114
-65536,65536,-334642,-331235
65536,-65536,2116,-171045
65536,-196608,181865,-332023
-196608,-196608,-240186,-380300
-196608,65536,-232714,34036
65536,196608,210083,253137
196608,65536,92273,168506
-65536,196608,-291623,231907
-196608,-65536,-220147,-163089
-196608,65536,-267560,119613
65536,-196608,-76061,-178395
-65536,-65536,-91236,71636
65536,-196608,137563,-82753
-65536,-65536,-66897,-61070
-65536,65536,-20550,-65950
-65536,196608,200206,100923
-196608,-65536,-246854,-146104
196608,196608,237398,150408
65536,-65536,-9086,-26255
196608,-196608,72580,-91804
65536,-196608,-20178,-204099
-65536,-65536,-135695,-63173
-196608,196608,-143929,217609
196608,65536,540848,-10066
-196608,65536,-301539,-70074
65536,-196608,4482,-453855
-196608,65536,-205858,-36333
-196608,-196608,-138606,-127272
196608,65536,235230,-37471
-65536,-65536,122639,-100385
-196608,-196608,-552179,-128256
-65536,-196608,-415324,-120305
65536,-65536,-7131,-223734
-196608,-196608,-35806,-50496
196608,65536,-32827,230741
65536,65536,-375211,-100036
65536,-196608,149238,-317335
196608,65536,232314,240082
-196608,196608,-356370,175088
-196608,-196608,-341032,-521901
65536,-65536,-76573,-270649
-196608,196608,-180410,160065
-65536,-196608,-157318,-367044
196608,-65536,269010,-126120
-65536,65536,-483861,70283
-196608,-65536,-322174,148747
65536,196608,-99479,154044
196608,65536,159043,222709
-196608,-196608,-275455,12767
-196608,65536,-79690,275724
65536,-196608,-206937,-154879
65536,-196608,72202,-484314
-65536,-65536,16284,1995
196608,-65536,468687,88100
196608,-65536,126009,-77416
65536,196608,113083,452264
-65536,196608,-329879,322611
196608,-65536,-153916,17740
65536,196608,189332,355809
-196608,65536,-197423,114389
196608,65536,369311,-299768
-65536,196608,-266799,123463
-65536,196608,10652,372045
-65536,65536,208326,-52811
-196608,-196608,-135103,-229356
196608,65536,237139,-87577
196608,65536,197862,326957
-196608,196608,-426810,443019
196608,65536,395258,-63989
-196608,196608,-286125,218193
-196608,196608,-122680,96886
-196608,-65536,-425660,24580
-65536,65536,-238377,140226
196608,-196608,406910,-77658
-196608,-65536,-247503,-16896
196608,196608,409575,626771
-65536,196608,-77000,45973
-196608,-196608,-466525,-447285
65536,196608,196262,139003
-65536,65536,-151981,-164242
65536,-65536,167924,-284246
196608,196608,200302,49872
196608,196608,-29525,61468
-65536,-196608,-41460,-336501
196608,65536,518449,141477
65536,196608,137780,122430
-196608,-196608,-205037,-222915
-196608,196608,-39024,327652
-196608,-196608,-165736,-308907
-65536,-196608,-34830,-235375
196608,65536,36638,119136
65536,196608,99805,-87915
196608,65536,348345,-283955
196608,-196608,74089,-145887
196608,-65536,405358,6565
-196608,196608,-210047,499105
65536,-65536,-64560,-42368
65536,196608,211732,316735
196608,65536,154580,36891
-196608,65536,-85306,109093
-196608,65536,-239363,309861
65536,65536,56769,-245720
-196608,65536,-124280,126149
-196608,-65536,-153979,247419
-196608,65536,-489039,106866
-65536,-196608,-229846,45272
196608,-196608,332806,-288815
65536,-65536,46172,-70232
65536,196608,-11213,201521
-65536,-196608,-264625,-521580
196608,196608,38380,25420
65536,-65536,-230744,-226275
-196608,196608,-211450,317076
65536,196608,-22161,324416
-196608,196608,-338255,244093
-65536,196608,-75519,317374
-196608,-65536,-143271,-89591
65536,-196608,372279,-20473
65536,65536,-156020,66824
65536,196608,235435,205088
-65536,-196608,77065,-235529
-65536,-196608,-179707,-96307
196608,-65536,226391,-127260
65536,-196608,-1527,-53519
-196608,-65536,-169397,-231444
-65536,196608,155617,35570
65536,196608,154283,297346
65536,65536,140069,52560
-65536,65536,-128595,-979
196608,65536,-20870,195968
-65536,-196608,-96086,-285598
-65536,196608,111284,167270
-196608,-65536,-420404,139511
-196608,65536,-351224,291086
196608,-65536,215112,164888
65536,-65536,-78758,-106880
-65536,65536,-181675,245887
196608,196608,134533,57546
-196608,65536,-396730,-67364
-65536,-65536,-208287,-409979
65536,65536,168618,310683
-196608,-65536,-388194,-192146
-196608,-65536,-430765,-84078
-196608,65536,-288934,-67866
196608,-196608,303871,-94736
65536,65536,36678,10490
-65536,-196608,-133617,-387820
196608,-65536,203108,-813
196608,-65536,-59213,-275639
196608,-196608,269104,-319324
-196608,-65536,-140418,-374286
65536,-196608,5555,-405279
196608,-196608,344019,-170446
-65536,-65536,-230763,-353425
65536,196608,230823,-20443
-65536,-196608,-42896,-196955
65536,65536,16217,-14126
-65536,65536,-68448,357455
-196608,-65536,-212327,203209
196608,196608,375432,69420
-65536,-65536,-223316,16109
65536,196608,-46206,306410
196608,-196608,348471,-284164
196608,-196608,109337,-415769
65536,-196608,197503,-198410
-65536,-196608,183504,-221937
-196608,65536,-255488,1678
-196608,65536,-96759,130354
-65536,-65536,-234601,-175550
196608,196608,307209,27791
196608,-196608,225832,-180623
196608,-196608,265928,-140047
196608,196608,102004,24179
-65536,196608,-308956,332613
196608,-65536,270356,-324988
65536,196608,-236841,111890
196608,-196608,150103,-234417
-196608,-196608,-58684,-289842
196608,-196608,224729,-279414
-65536,-196608,219980,77585
-196608,-196608,-46385,-321299
-65536,-65536,-161360,292208
-65536,-196608,-61533,-132550
-196608,-65536,-203550,-52046
-65536,-196608,-297393,-126818
-65536,65536,-203345,436279
196608,65536,114432,-80068
65536,65536,-232858,-98653
-65536,65536,-58576,-45084
-65536,-65536,-102036,-60826
-65536,-65536,-310687,-318436
196608,196608,255843,199882
65536,-196608,170442,51569
-196608,65536,-163338,87724
196608,-65536,149118,-108427
196608,-196608,283280,-287195
65536,-196608,165217,-64937
65536,-65536,110584,-186556
196608,65536,75767,336112
-196608,196608,-156074,479928
196608,-196608,371797,-158983
65536,196608,-21896,194921
-196608,65536,110830,216572
65536,65536,-11492,225971
-196608,196608,-191859,78496
-65536,65536,-164084,-11627
65536,-196608,98255,-390389
65536,196608,-189774,256554
196608,65536,116589,163226
65536,196608,-94507,-1214
65536,-196608,85369,-263314
-65536,65536,80193,-131895
65536,-196608,160204,-328321
-65536,65536,-413086,146284
-65536,-65536,233715,-173023
-65536,65536,-22265,21452
-65536,196608,-179326,-41863
-196608,65536,-173582,92938
196608,-196608,222427,-203096
-196608,-196608,-294330,-303432
65536,65536,94539,37837
-196608,196608,-285629,223029
-196608,-65536,-255864,-184949
65536,196608,-35033,-19728
65536,-65536,-144412,199058
65536,-196608,86907,-289410
-196608,196608,-110836,182428
-196608,-65536,-121155,82595
65536,65536,185690,582694
196608,-196608,244138,-378979
196608,65536,118541,131455
-65536,-196608,57511,-300295
65536,196608,-133399,117652
-65536,196608,-197523,91066
196608,-196608,55311,-361565
-65536,-196608,92739,-202659
65536,-196608,203695,-412686
65536,196608,136947,335356
65536,-65536,222620,-57476
-196608,65536,-325461,127441
-65536,65536,-14452,-2781
196608,196608,178265,142797
196608,65536,320713,107676
196608,-196608,179723,-367191
-196608,-65536,-253019,-117997
-196608,65536,-117342,-60434
65536,-65536,193932,-196043
196608,-196608,98667,-505790
-196608,65536,-205558,261805
65536,196608,-89571,96001
196608,-65536,-169465,104949
-65536,-196608,-36160,-39984
65536,-65536,154767,-253990
-196608,65536,-158204,-93963
-196608,65536,-482303,440760
65536,196608,14121,453194
65536,-196608,-259547,-201227
-196608,-196608,4112,-158892
-65536,196608,-224690,104162
196608,196608,380579,259966
-65536,-196608,73075,-301706
65536,-65536,-66439,-363363
-65536,-65536,-231538,-259201
-196608,196608,-145264,199699
65536,-65536,-58194,-231286
196608,-196608,211626,-206467
-196608,65536,-267363,-91948
-196608,65536,-457624,-49112
196608,-65536,-130251,59489
196608,196608,229827,232875
-65536,196608,-147828,195192
65536,196608,-15515,325414
196608,196608,298582,267038
196608,196608,368568,408592
65536,-65536,25596,-132925
196608,65536,146696,2576
196608,65536,269900,-125132
-65536,-65536,-264385,-128400
-196608,196608,-163906,337988
-196608,-65536,-115733,124968
-196608,65536,-96925,206262
-196608,-196608,-480425,-459534
196608,-65536,85037,93191
65536,196608,-63167,-72814
65536,65536,80174,197149
-65536,65536,4914,11640
-65536,65536,153796,168487
196608,65536,124074,-129725
65536,196608,-7380,368234
65536,-196608,234012,-411290
-196608,65536,-153147,-32421
196608,-65536,382373,-211800
196608,-196608,238919,-453686
-196608,65536,-366175,79388
196608,-196608,1247,68062
196608,-65536,-30755,325280
-65536,65536,31483,79773
65536,-65536,239716,98106
196608,196608,467619,230620
