TxI_fixed,TxQ_fixed,RxI_fixed,RxQ_fixed
-65536,-65536,-97600,-78147
-196608,65536,-202010,72375
-65536,196608,-59834,176494
196608,-196608,185801,-190134
-65536,-196608,-78071,-213612
65536,-196608,68843,-209538
196608,65536,184946,74951
65536,65536,72740,39092
-196608,65536,-170729,36171
65536,65536,81260,71301
65536,65536,85998,64911
65536,196608,90757,200526
196608,-65536,203177,-57926
-196608,-196608,-200293,-195275
-196608,65536,-214544,79659
-196608,-196608,-205693,-194345
65536,65536,53373,18915
196608,-196608,213601,-237203
196608,-65536,204662,-20758
196608,-196608,212791,-196606
65536,-196608,38587,-174538
-196608,65536,-163355,57507
65536,196608,55619,195261
196608,196608,171060,186078
65536,-196608,55335,-139336
-65536,196608,-7849,202490
-196608,-65536,-205613,-77958
-196608,-65536,-204159,-103894
196608,196608,192146,242449
65536,196608,62084,192816
196608,-65536,178458,-48251
65536,196608,68862,216489
-65536,196608,-40555,185859
-196608,65536,-189308,81154
-196608,65536,-222415,51505
65536,196608,57538,173605
-196608,196608,-209417,223653
65536,65536,66766,61862
196608,65536,227508,77579
-65536,196608,-68994,206152
65536,65536,63489,80352
-65536,-65536,-24249,-101687
196608,-196608,216958,-210202
196608,-65536,209941,-73072
196608,65536,242087,46224
65536,-65536,76912,-55572
-65536,-196608,-111674,-169042
-65536,65536,-46197,96779
-196608,-65536,-233583,-73414
65536,-65536,76034,-58755
-196608,-196608,-236411,-186258
-196608,65536,-207451,79965
65536,196608,57087,176213
-196608,65536,-214494,107820
-196608,-196608,-204710,-175089
-196608,-196608,-172626,-174482
196608,-196608,180026,-168657
65536,-196608,78197,-184202
196608,196608,174180,172748
-196608,65536,-201009,62308
-196608,65536,-189087,27189
196608,-65536,173463,-55896
-196608,196608,-227073,192678
65536,196608,76960,195667
-65536,-65536,-39452,-37572
196608,-65536,194772,-76150
-65536,65536,-76157,59680
-65536,65536,-61920,66046
-65536,65536,-64247,22801
196608,196608,202250,190429
-196608,196608,-255328,138874
65536,-65536,40706,-79135
-196608,-196608,-216239,-176746
65536,-196608,69040,-186220
-196608,-196608,-192291,-210423
-65536,-196608,-50760,-195660
-65536,-196608,-59554,-221575
65536,65536,35326,65482
196608,-65536,230215,2522
-196608,-196608,-167067,-153738
-65536,-196608,-94758,-195386
65536,-196608,73263,-192889
-196608,65536,-210437,42785
65536,-196608,68761,-215230
196608,-65536,221072,-57124
196608,65536,246081,53345
-196608,65536,-179159,86535
196608,196608,203458,233065
-196608,196608,-204501,204333
-196608,65536,-192378,67899
196608,-196608,228189,-235645
65536,-196608,64498,-179244
65536,-196608,44956,-223170
-196608,-196608,-234226,-206316
-65536,196608,-53620,218895
-196608,-65536,-190865,-41619
65536,65536,50534,54701
-196608,-196608,-172778,-206105
65536,196608,55740,180366
196608,-65536,193481,-93357
-196608,65536,-196995,50793
-196608,65536,-204759,28070
196608,65536,202086,81400
196608,-196608,223353,-187445
-65536,65536,-92071,78555
196608,-196608,207954,-218775
-65536,-65536,-61538,-93292
196608,196608,200179,197851
65536,196608,85785,198097
-196608,196608,-195463,193188
196608,65536,207762,58813
65536,196608,82162,236342
196608,-65536,184894,-55641
-196608,-196608,-189659,-150838
196608,196608,190783,226080
196608,-196608,193526,-157049
-196608,-196608,-204088,-221563
196608,196608,207549,210385
-196608,196608,-194712,186580
-65536,196608,-56373,157975
196608,65536,196201,100281
65536,196608,28279,189787
196608,65536,197337,41031
-196608,-65536,-195132,-75164
-196608,-196608,-190974,-215101
65536,-65536,51746,-81647
65536,196608,37771,191461
-196608,-196608,-182101,-156409
-65536,196608,-71891,181132
-65536,196608,-61559,235145
-196608,-196608,-203145,-176893
-65536,-65536,-65677,-56332
65536,196608,55101,213983
-65536,-196608,-88020,-196291
65536,-65536,76539,-35667
196608,65536,182600,78704
65536,-65536,69344,-104199
196608,-65536,206141,-58655
65536,-196608,51907,-178400
65536,-65536,37575,-72248
-65536,65536,-9189,68468
65536,65536,53278,51302
-196608,196608,-182129,164612
196608,65536,241653,29528
196608,196608,214954,160909
65536,65536,58558,81075
-196608,-65536,-198167,-123374
65536,196608,46198,181129
65536,65536,86014,47753
-65536,-65536,-52384,-72089
65536,-65536,53588,-108653
65536,196608,41331,205988
-65536,-196608,-96222,-226178
-65536,-65536,-42624,-39235
-196608,-65536,-193812,-79977
-65536,-196608,-60543,-198829
196608,196608,177495,196696
196608,65536,162617,71209
-196608,65536,-174251,66396
65536,-65536,66512,-75456
-196608,-196608,-175537,-188641
-65536,-65536,-74499,-54710
65536,196608,60036,178837
-196608,-65536,-180041,-55633
-196608,65536,-179599,93214
196608,-196608,215132,-180213
-196608,196608,-203464,218263
65536,-65536,79809,-61543
-196608,65536,-170849,43793
-196608,-65536,-199041,-84340
-65536,65536,-77462,72966
-196608,-196608,-165422,-174712
65536,196608,50336,261312
196608,-65536,211228,-42733
196608,196608,195251,169424
196608,-196608,153837,-214428
196608,65536,222820,118456
-65536,-196608,-129589,-201587
65536,-196608,19454,-195504
-65536,196608,-53288,174302
196608,-196608,208849,-160258
-65536,-65536,-80344,-53916
-196608,65536,-193175,47546
65536,-196608,6742,-219690
-196608,-65536,-180188,-58401
-65536,65536,-59736,66563
-196608,196608,-197668,215934
-65536,65536,-65052,78240
-65536,196608,-54080,190465
65536,65536,64865,52906
65536,-196608,22010,-200323
65536,196608,116547,183818
196608,196608,224497,193584
65536,196608,35693,196990
-196608,-196608,-204624,-217463
65536,-196608,60054,-181960
65536,65536,90593,56933
65536,65536,15386,45983
-65536,-196608,-77126,-204774
-65536,-196608,-106428,-190981
65536,196608,58915,198537
-65536,65536,-76510,75340
-65536,65536,-63685,86401
196608,196608,182559,226916
-196608,196608,-214051,203239
-65536,196608,-51144,171771
-196608,-65536,-186048,-71786
-65536,-65536,-52730,-88862
65536,-196608,61427,-157198
-65536,65536,-78815,111694
-65536,196608,-68296,211712
-196608,196608,-184968,216546
65536,65536,14979,71364
196608,-65536,205761,-57034
-196608,65536,-189428,28434
65536,-196608,66979,-198325
65536,-65536,62068,-86001
-196608,65536,-256207,72071
-65536,65536,-75752,64152
65536,-196608,107097,-151392
196608,65536,196908,86825
-65536,-65536,-72673,-58928
-196608,196608,-196215,190408
-196608,196608,-188368,235534
-196608,196608,-181307,195912
-196608,-65536,-201924,-57833
196608,65536,206477,66517
196608,65536,235549,56149
65536,65536,88907,66384
196608,65536,250963,19968
-196608,196608,-211862,160662
196608,-65536,235538,-57416
-65536,-196608,-83900,-160186
-65536,-65536,-57324,-57448
65536,65536,82548,48805
-196608,65536,-208471,32025
196608,-65536,198651,-47315
65536,-65536,86682,-78709
65536,196608,49040,211547
196608,65536,235380,74591
65536,-65536,33378,-54427
-196608,65536,-151558,66316
196608,-65536,219864,-56626
-65536,65536,-67620,62762
-65536,-65536,-74888,-80291
196608,65536,184832,43158
65536,-196608,62382,-252001
65536,196608,64410,192402
-65536,-196608,-36383,-161320
-65536,196608,-19813,213564
-196608,196608,-191977,201897
65536,-65536,45896,-82584
-196608,-196608,-209283,-173444
-65536,196608,-69788,193837
-65536,65536,-89461,102115
-65536,-65536,-92917,-88322
-65536,-65536,-16829,-82954
-196608,65536,-189580,45858
-65536,65536,-84886,31113
196608,196608,215574,174845
65536,65536,38168,67933
-65536,-65536,-90991,-82077
65536,65536,46885,-24030
-65536,-196608,-27109,-171657
-196608,-65536,-202481,-104650
65536,65536,8826,79221
-196608,-65536,-168504,-64811
-65536,196608,-72652,245785
196608,-196608,153655,-173453
196608,196608,189253,184888
196608,-196608,208709,-212914
196608,65536,205992,100438
196608,-65536,238377,-99814
-196608,65536,-216414,69969
196608,196608,197693,193563
-65536,-65536,-81784,-73508
-196608,65536,-232426,73747
-196608,65536,-176041,69939
196608,-65536,207368,-54913
65536,-65536,72125,-62308
-65536,196608,-55624,206309
-196608,-196608,-212528,-194440
-65536,-196608,-88894,-211924
65536,-65536,66410,-65443
-196608,-196608,-169638,-213200
-65536,196608,-28188,178483
196608,-196608,215082,-204415
-196608,-65536,-195930,-68310
-196608,196608,-190342,197426
-196608,-65536,-196339,-44253
-196608,196608,-220436,185031
196608,196608,197180,201180
65536,-65536,34534,-62795
65536,65536,62654,51400
-65536,-65536,-27537,-63823
196608,196608,215719,219897
196608,-65536,175168,-61204
-65536,-65536,-67218,-60273
196608,196608,177229,180226
196608,-196608,195156,-150880
-196608,196608,-172428,181550
-196608,-65536,-181442,-104271
-196608,196608,-138913,216586
196608,196608,224304,193941
196608,-196608,201346,-203646
65536,65536,81263,52865
-196608,-65536,-201310,-22065
-65536,-65536,-91723,-57300
196608,-196608,226935,-183840
-196608,196608,-173174,200385
65536,65536,59937,71808
-196608,-65536,-190246,-33052
65536,65536,94357,59710
65536,65536,85193,31698
196608,196608,162627,216769
65536,196608,71194,208144
65536,196608,61643,199116
-65536,-65536,-39686,-54603
65536,65536,89482,56925
-65536,65536,-34911,66017
-65536,-65536,-91500,-68595
-196608,-196608,-214819,-210346
-196608,196608,-170733,224227
196608,-65536,182867,-98336
196608,196608,161272,251441
196608,65536,208978,85913
65536,-65536,52827,-106830
-196608,-196608,-155039,-201814
65536,196608,72415,192693
-196608,65536,-192886,74638
65536,65536,56960,42557
196608,-196608,233556,-195864
-196608,-196608,-188280,-199421
-196608,196608,-206096,179476
-65536,65536,-83979,45173
-196608,-196608,-198314,-175268
-196608,-65536,-219314,-104940
65536,-196608,89432,-185509
196608,-65536,154608,-47013
-65536,65536,-68776,60460
65536,196608,79707,197824
-196608,65536,-188662,92559
65536,65536,48877,49165
196608,65536,211943,51562
-65536,65536,-86115,54028
65536,196608,65016,223673
-196608,-196608,-181469,-166594
65536,196608,76287,164188
-196608,196608,-212286,219978
-65536,196608,-37724,215628
-65536,196608,-63522,232691
65536,-196608,82792,-187664
-65536,65536,-30022,64508
196608,-196608,222563,-170010
65536,-196608,91552,-180376
-196608,65536,-192133,117675
65536,-196608,83976,-174342
-196608,196608,-191647,200174
-65536,196608,-93623,169339
-196608,65536,-189577,52044
-196608,65536,-190654,32185
-196608,65536,-183051,60541
-196608,196608,-199581,218116
196608,65536,178923,65451
-196608,-196608,-181360,-172878
65536,-196608,35035,-188768
196608,-65536,230490,-74898
-196608,-65536,-201983,-63501
-196608,65536,-190905,76501
-196608,-65536,-183635,-62302
196608,196608,210327,200108
-196608,196608,-229332,178746
-196608,-196608,-177468,-206664
-196608,-196608,-189567,-144154
-65536,-65536,-80290,-37004
65536,-65536,48125,-99767
-196608,196608,-204367,141634
65536,-196608,35372,-194838
-65536,-65536,-25535,-44785
-65536,196608,-31019,184532
-196608,-196608,-186117,-172879
65536,196608,60347,197994
196608,196608,192030,192821
-196608,-196608,-179002,-179047
196608,196608,237434,184255
-65536,-65536,-78784,-72195
-65536,196608,-91492,212173
65536,-65536,101481,-66265
196608,65536,155101,109868
196608,65536,173184,81650
-196608,65536,-202341,80141
65536,196608,29294,195458
65536,65536,91366,85853
196608,65536,216510,58043
-65536,196608,-78886,203166
65536,-196608,95256,-217889
-65536,196608,-31875,220750
-196608,-65536,-199236,-58787
65536,196608,55069,242653
65536,-196608,118016,-141046
-196608,65536,-179859,83264
65536,196608,71489,198197
196608,65536,228277,43563
196608,-65536,203620,-44523
-196608,-196608,-208351,-191724
-65536,65536,-63674,78032
-65536,65536,-41413,105711
65536,65536,19267,46388
-65536,65536,-72226,44069
-65536,196608,-33414,191117
-196608,-196608,-208496,-177535
-65536,-196608,-29627,-183721
-65536,65536,-32678,44733
-65536,-196608,-67058,-179037
196608,65536,183403,37637
196608,-65536,189934,-84993
-196608,-65536,-134721,-68218
65536,-65536,109070,-78390
-196608,-196608,-193696,-175941
65536,65536,51411,72187
65536,196608,68254,237614
-65536,196608,-59873,190867
-65536,-65536,-94414,-68374
-196608,-65536,-194749,-37424
-196608,-196608,-165895,-198720
-196608,196608,-238399,231307
196608,-196608,215806,-184047
196608,-65536,228538,-120181
196608,65536,183589,92886
196608,65536,235956,86735
196608,65536,180575,87631
-65536,-65536,-55292,-109919
65536,-196608,58411,-212006
196608,65536,189478,51863
-196608,196608,-210945,177073
65536,196608,81761,237065
196608,-65536,216322,-65809
196608,196608,195112,195759
-65536,196608,-97122,209429
-65536,-65536,-56172,-52314
-65536,-196608,-55735,-274063
196608,65536,191575,50524
-65536,-65536,-22169,-98349
196608,196608,160285,205905
65536,65536,14038,58826
65536,65536,48562,65893
196608,65536,213108,17261
-196608,-65536,-221131,-72732
196608,65536,173824,91435
65536,-196608,87624,-163873
65536,196608,76279,213304
196608,-65536,205365,-96553
196608,-65536,214757,-36286
196608,65536,186733,82351
65536,196608,56734,193886
-196608,65536,-177800,18504
196608,65536,165372,87684
65536,-65536,15770,-79289
196608,-196608,186545,-188568
65536,196608,87156,198196
196608,196608,202543,232338
65536,196608,85447,193696
196608,196608,149779,196257
-65536,-196608,-58208,-159944
196608,-65536,211794,-80824
65536,-196608,34163,-177695
196608,65536,216630,60923
-196608,-65536,-199198,-88821
196608,-196608,267941,-196581
196608,196608,146041,212673
196608,196608,228406,228049
-196608,-65536,-205763,-31286
-196608,-196608,-234167,-203454
-196608,-65536,-208847,-88465
-65536,196608,-59091,189205
-196608,-196608,-172512,-224050
-65536,196608,-25543,191559
196608,-65536,229632,-73471
-65536,-65536,-87957,-48640
196608,-65536,222857,-116770
-65536,-65536,-56448,-82574
-196608,-65536,-211811,-82387
-196608,65536,-201530,93108
-65536,-65536,-82022,-91406
-65536,-65536,-64675,-60272
-196608,196608,-213555,193632
196608,-65536,172732,-41311
196608,-196608,207736,-182770
196608,-65536,211211,-62720
196608,65536,192251,52654
65536,-65536,97300,-108558
196608,196608,190559,202347
65536,-196608,58504,-184287
65536,-196608,80876,-233185
-196608,-65536,-199684,-94189
-196608,-65536,-194639,-59676
-65536,-65536,-124074,-57659
196608,-65536,196996,-88544
196608,196608,154170,183275
-196608,196608,-224965,153955
-196608,-196608,-227622,-164620
-196608,-65536,-220823,-95726
-65536,196608,-78283,209202
196608,196608,185309,195796
-65536,-196608,-50108,-166657
65536,-196608,70701,-215008
65536,65536,21383,66959
196608,196608,198543,157161
-196608,-196608,-189216,-241631
-196608,196608,-204239,210458
-65536,196608,-66950,155150
65536,-65536,69956,-70836
65536,-65536,83294,-42048
196608,-65536,160031,-48194
65536,-65536,59862,-80971
-196608,196608,-161576,159714
-196608,65536,-163705,77369
-196608,65536,-176845,96711
196608,65536,209076,50155
-65536,196608,-27106,177951
65536,65536,110079,53345
196608,196608,193610,209884
-65536,-196608,-88052,-168075
196608,65536,190330,36746
65536,196608,137458,161810
-196608,-196608,-233057,-142260
-65536,-65536,-76465,-69654
-65536,-196608,-98346,-190734
196608,-196608,199506,-212678
196608,65536,168675,76916
-196608,-65536,-199134,-43238
196608,-65536,151316,-58573
65536,65536,79881,105968
65536,-196608,93926,-204197
65536,196608,56619,190502
65536,65536,62398,70911
-196608,-196608,-200403,-185809
-196608,196608,-192406,201902
-196608,65536,-197495,35705
196608,65536,214448,72794
-196608,-65536,-167970,-74226
-65536,-65536,-84443,-79029
-65536,-65536,-72720,-64782
-65536,196608,-44595,174276
196608,65536,163589,39166
196608,-65536,150837,-126282
-196608,-65536,-191352,-24956
65536,65536,77064,78443
-65536,196608,-82312,193896
196608,-65536,183169,-81033
-65536,-196608,-83192,-263405
-196608,196608,-216743,179688
196608,-65536,212715,-48910
65536,-196608,38118,-174726
65536,-65536,59369,-50618
196608,196608,175581,200287
65536,65536,31736,95819
-196608,65536,-176398,57906
65536,196608,53463,221812
-65536,-65536,-61159,-74468
-65536,196608,-100562,176143
-65536,-196608,-82768,-219966
196608,-65536,214169,-90259
196608,196608,256699,211915
196608,65536,150709,48285
196608,196608,191937,172615
196608,-65536,206183,-48959
-196608,196608,-210917,204225
196608,65536,216339,87893
65536,-196608,45406,-184703
-196608,196608,-193035,179117
196608,196608,184483,198376
65536,-196608,93858,-193702
-196608,196608,-212317,175260
-65536,65536,-73708,39881
-196608,-196608,-174644,-212418
196608,65536,172731,112837
-196608,65536,-195011,55950
-196608,65536,-238937,94170
-65536,-65536,-90804,-76421
-196608,-196608,-187733,-175964
-196608,-65536,-219617,-44575
-65536,-65536,-78184,-43412
196608,196608,208060,205615
65536,-196608,52084,-164618
-196608,196608,-177497,205395
-65536,-65536,-60527,-25738
-196608,196608,-186489,158985
196608,65536,225430,73625
196608,-65536,204036,-58956
-65536,65536,-29796,43785
65536,-196608,86701,-183147
65536,196608,53379,162000
-196608,-65536,-166574,-80730
-65536,-196608,-59408,-243038
65536,65536,56369,101736
196608,196608,203074,191230
65536,196608,91370,246935
-65536,-65536,-54967,-46887
196608,196608,238934,207015
-196608,196608,-171373,182993
196608,65536,208759,41234
65536,65536,41705,77682
65536,65536,61362,63875
65536,-196608,67200,-227713
-196608,-196608,-180428,-231838
65536,196608,80338,174342
-65536,-196608,-61598,-154315
-196608,-65536,-193813,-14132
196608,65536,213341,70297
65536,-196608,45595,-193149
-65536,196608,-26157,188797
-65536,65536,-113082,43832
-196608,-196608,-162805,-164669
-65536,65536,-66585,109051
-196608,-196608,-173323,-217358
-196608,196608,-188158,194684
-196608,-196608,-188571,-207056
196608,-196608,209481,-206368
196608,-196608,215399,-169065
-65536,65536,-73173,35065
196608,-196608,220642,-185774
-196608,-196608,-221795,-179694
-196608,-196608,-196732,-199910
196608,65536,216024,86278
-65536,196608,-42426,200037
-196608,196608,-185906,224876
196608,196608,187471,161254
65536,-196608,86362,-204708
-65536,65536,-81082,63868
-65536,196608,-24859,134545
-65536,196608,-67503,171386
65536,196608,29777,177712
-196608,-65536,-224355,-43513
-65536,65536,-64522,49119
196608,-65536,199856,-84536
-65536,-196608,-19790,-177621
196608,196608,172488,159031
-65536,-196608,-64619,-244714
196608,65536,172002,57138
196608,-196608,185166,-230232
196608,-196608,235719,-229348
65536,196608,39144,209926
65536,65536,79170,85881
65536,-196608,74661,-178286
-196608,-65536,-197169,-39784
196608,196608,208672,225434
-196608,-65536,-223550,-114974
65536,196608,104005,207069
196608,-196608,241313,-208908
-196608,196608,-195514,179249
65536,-196608,121814,-183592
-196608,-65536,-205876,-105723
-196608,-196608,-187308,-237278
65536,196608,98792,211323
196608,196608,185947,207937
-65536,196608,-97623,199784
-65536,-65536,-102969,-85972
-196608,65536,-148744,82812
-196608,-65536,-208895,-49736
-196608,-196608,-200922,-194627
196608,-196608,170764,-223952
-196608,-65536,-174582,-75413
-196608,-65536,-214760,-46077
-196608,-196608,-208018,-165783
65536,-196608,72493,-204192
-65536,-196608,-90249,-202407
-65536,65536,-69684,61781
65536,65536,98103,71921
196608,-65536,206554,-79032
196608,-65536,199640,-132755
196608,65536,201598,93239
65536,196608,56498,238291
-65536,65536,-19174,51313
-65536,-65536,-84399,-90310
-196608,65536,-191709,62352
-65536,196608,-62864,192253
196608,-65536,220037,-42415
196608,-196608,222230,-195339
-196608,-65536,-197352,-83945
-196608,65536,-189857,34915
-65536,65536,-57906,85641
-196608,196608,-249380,210532
-196608,65536,-233513,90168
65536,196608,51483,174121
-65536,-65536,-78579,-22837
196608,65536,168754,25038
65536,-65536,82945,-49055
196608,-196608,196657,-240959
-196608,-196608,-201594,-214964
-196608,196608,-225783,232864
196608,65536,195573,84845
65536,-65536,4530,-78222
65536,-65536,61751,-77586
65536,65536,67003,67873
-196608,-65536,-190989,-53595
-65536,65536,-101863,94605
-196608,65536,-191387,54940
196608,-196608,172420,-234043
65536,65536,46666,69182
-65536,-65536,-48862,-76160
65536,65536,112315,35328
-196608,-196608,-195415,-189694
-65536,-196608,-84513,-201558
-65536,196608,-61154,203727
-196608,-65536,-174799,-86310
65536,65536,79959,76840
65536,-65536,129246,-96126
65536,-65536,48922,-84760
-196608,65536,-190750,59894
196608,-196608,232582,-156153
196608,-65536,231125,-47308
65536,196608,20244,221626
-65536,-65536,-65614,-32624
196608,-196608,231087,-112930
65536,196608,132673,197574
196608,196608,212954,229598
65536,196608,56992,220127
196608,196608,173169,219741
196608,65536,248139,106744
-65536,65536,-48611,55797
-65536,65536,-85233,53954
196608,196608,191890,204035
65536,-196608,72740,-200851
-65536,-65536,-52906,-58139
-196608,196608,-217502,232904
-65536,-196608,-79801,-207713
196608,-65536,158218,-72612
196608,196608,220757,200656
-196608,-65536,-204542,-70839
-65536,65536,-54705,21082
196608,65536,229641,52062
-196608,65536,-191501,81501
-196608,-196608,-199232,-163220
65536,65536,70040,38719
-65536,-196608,-64068,-223533
-65536,65536,-36593,66238
-65536,65536,-58317,17329
196608,65536,183964,55201
-196608,-196608,-172271,-236928
65536,-65536,94115,-33739
-65536,-196608,-96619,-214476
65536,196608,101136,234996
65536,196608,74007,222470
-196608,-196608,-190029,-211619
-65536,-196608,-42157,-221505
65536,-65536,52368,-70031
-65536,-196608,-43375,-199038
-65536,65536,-74287,73575
-65536,-65536,-99792,-83572
65536,-196608,42363,-179273
-196608,-196608,-183439,-190446
-196608,196608,-218567,188702
65536,-65536,102931,-82073
196608,196608,224230,192314
-65536,-196608,-34566,-215581
-65536,-65536,-62638,-64179
-196608,65536,-190619,67520
65536,-196608,37811,-190530
65536,-196608,88664,-155586
196608,196608,205430,193532
196608,65536,209784,88868
-196608,-196608,-157396,-191276
196608,196608,182534,191075
196608,196608,193678,193840
65536,-196608,73123,-197974
65536,-65536,43810,-59038
196608,-196608,192251,-218889
-196608,65536,-185159,31503
196608,-196608,189050,-181412
-196608,-65536,-166206,-44677
196608,196608,161516,213926
65536,65536,91613,69135
65536,65536,80892,83355
-196608,65536,-209819,82106
196608,65536,175138,83829
196608,-65536,148292,-85499
-196608,-65536,-215076,-91013
196608,-65536,220929,-74561
-65536,-65536,-66839,-65940
65536,196608,92547,190989
65536,-196608,51139,-240195
-196608,-65536,-180185,-25549
196608,-196608,179944,-202973
-196608,65536,-219034,69547
-65536,196608,-68024,225513
196608,196608,181164,142145
-65536,-196608,-101369,-208492
-196608,-196608,-200842,-205599
65536,-196608,68008,-204419
-65536,196608,-36078,192579
196608,-65536,218366,-31926
-196608,196608,-168274,212249
-196608,-65536,-179877,-43285
-196608,65536,-188883,66630
65536,-65536,36993,-98037
-196608,-196608,-193127,-244910
-196608,-65536,-182747,-101057
65536,-65536,99386,-57180
-196608,196608,-180669,197346
-196608,-196608,-167799,-201489
-65536,65536,-89505,56976
-196608,-65536,-204189,-18813
65536,65536,75508,46424
-65536,-196608,-38572,-175059
-196608,-65536,-199981,-65492
65536,196608,63621,195193
196608,65536,212567,92864
-196608,196608,-222757,230576
196608,65536,233941,59972
-65536,-196608,-85954,-178046
65536,-65536,20976,-57084
-65536,65536,-65302,65709
196608,196608,236056,201352
196608,65536,210229,49557
196608,65536,214052,58427
65536,65536,66497,52050
196608,65536,193069,86471
196608,65536,160727,63325
65536,65536,13061,35396
196608,196608,201167,179806
-196608,65536,-166123,-8768
196608,65536,204601,54051
65536,65536,80019,66410
196608,-65536,233391,-68698
65536,-196608,73172,-150618
196608,-196608,193759,-183256
-196608,-196608,-215619,-184288
65536,196608,112503,158442
65536,196608,77765,188139
65536,196608,43620,185305
65536,65536,38335,47279
196608,-196608,225711,-215186
196608,65536,172513,23541
-196608,-65536,-153552,-95168
-196608,-196608,-260628,-176307
196608,-65536,229648,-68855
-65536,-65536,-54228,-77297
65536,65536,68290,65410
196608,-196608,192533,-169495
-196608,-65536,-152695,-65438
65536,-196608,81958,-184058
-196608,-65536,-217585,-85199
-65536,-65536,-105459,-79904
65536,65536,69654,73757
-65536,-196608,-65561,-152650
-65536,65536,-100836,98743
-65536,65536,-66823,79072
196608,65536,183278,69053
-196608,65536,-196392,98077
65536,65536,82396,83993
196608,-65536,231275,-118807
-196608,-196608,-175499,-221086
196608,-196608,179852,-188755
-196608,65536,-188040,24033
65536,-196608,67002,-217455
65536,-65536,34597,-81790
65536,65536,74785,59586
65536,196608,108658,189932
-196608,196608,-195855,189893
196608,-65536,159582,-46368
65536,-65536,66239,-71696
65536,196608,37347,187675
65536,65536,85594,34201
-65536,-65536,-53346,-41745
65536,196608,61567,181012
65536,65536,57845,40289
-196608,-65536,-201537,-60587
-65536,-196608,-65344,-214421
-196608,-196608,-214544,-208824
196608,-196608,164377,-190605
-65536,65536,-39089,57953
-196608,-65536,-205559,-11848
-196608,196608,-192728,194870
196608,-65536,203234,-51186
196608,-196608,204087,-241705
65536,-196608,38273,-216597
65536,65536,26614,40292
-65536,196608,-79209,174442
-65536,65536,-56345,75187
196608,196608,179701,220660
-65536,-65536,-73779,-57532
65536,65536,114944,60272
196608,65536,153747,50884
-196608,65536,-214144,91400
196608,-196608,240658,-148502
-65536,-196608,-66572,-193471
65536,196608,49139,218425
65536,-65536,92681,-57561
-196608,65536,-195325,83083
-196608,-196608,-204698,-223655
196608,65536,201076,54199
65536,196608,50251,205793
-196608,196608,-220240,224769
-196608,-65536,-199246,-84538
196608,196608,173127,149384
196608,65536,196856,53964
65536,-65536,73767,-42075
-65536,-65536,-45723,-102323
-65536,-196608,-39339,-223943
65536,65536,56113,69157
-65536,196608,-53937,193915
65536,-196608,76975,-182801
65536,65536,73150,36998
-196608,65536,-207744,57988
-65536,-65536,-89413,-37777
65536,-65536,77195,-93242
-65536,65536,-105179,99838
-65536,-196608,-71757,-221399
196608,-65536,137299,-45809
-65536,-65536,-96575,-74198
65536,65536,45164,38945
-196608,65536,-171136,53995
-65536,-65536,-49554,-52880
65536,-196608,52671,-196767
196608,-65536,213548,-39559
-65536,65536,-44921,98882
-196608,-65536,-200340,-93012
-65536,65536,-97689,36359
65536,-65536,60707,-95840
-65536,65536,-67810,44652
-65536,65536,-94160,91182
196608,-196608,205133,-183593
-65536,65536,-59037,52877
-196608,-65536,-186272,-65794
-65536,65536,-59058,98152
196608,196608,213559,240922
65536,-65536,61371,-59512
-65536,-196608,-60849,-258371
-65536,-65536,-74774,-58631
196608,-196608,183033,-174898
196608,196608,227690,201825
196608,-196608,149140,-179734
-65536,65536,-45173,73829
-196608,196608,-211020,167933
196608,196608,179188,176025
65536,-196608,71611,-204067
-65536,-65536,-100133,-40791
65536,-196608,46583,-214396
65536,-196608,45814,-186019
-196608,196608,-201750,203661
65536,65536,46860,102376
196608,-65536,233795,-66504
196608,-196608,238345,-237363
-65536,65536,-112498,80560
-196608,65536,-183966,115193
-196608,-65536,-176665,-48991
65536,65536,78147,47242
-196608,-196608,-211893,-221737
65536,196608,59867,174475
65536,65536,48157,112064
-196608,196608,-206369,189006
-65536,-65536,-93638,-80926
65536,-65536,62870,-69216
196608,65536,161705,58176
196608,196608,191960,233017
-196608,-196608,-225607,-220170
-196608,196608,-191805,224029
65536,65536,49756,68372
65536,196608,72285,224642
196608,196608,221728,233365
65536,-65536,102452,-63567
196608,65536,137894,58218
65536,196608,46161,198145
-65536,65536,-72575,63335
-65536,-196608,-54845,-235092
196608,65536,158278,101593
-65536,-196608,-88346,-190900
-65536,65536,-62508,38522
-196608,65536,-194636,17517
65536,196608,74306,142548
-196608,196608,-186303,214503
196608,-196608,204472,-210984
-196608,-196608,-192110,-207173
196608,-65536,197903,-54198
-65536,196608,-50097,184623
-196608,-196608,-248617,-183915
-65536,196608,-29668,198821
65536,65536,14336,63582
-65536,-65536,-90600,-102064
65536,196608,60269,177569
-65536,196608,-49914,210602
-196608,196608,-266175,180768
-196608,196608,-197261,224603
-65536,-196608,-47132,-142112
196608,-196608,219706,-181363
196608,-65536,180412,-30864
65536,65536,58549,82275
65536,65536,51226,53128
-65536,-65536,-74656,-60887
-196608,65536,-220573,112296
65536,-196608,44883,-208768
-65536,196608,-55447,172469
65536,65536,68593,39194
-196608,196608,-185191,191556
65536,196608,70507,173302
-65536,-196608,-49177,-157728
65536,196608,85933,201633
196608,65536,156156,88105
65536,-196608,45694,-203545
-196608,-65536,-201982,-92018
-196608,-196608,-197135,-227019
